K,True label,Predicted label
1,2975245347,1835727468
1,570596922,2999794436
1,2376591621,3018854478
1,3511195268,562358068
1,86298600,3786047617
1,3620290778,3655556545
1,3624714500,3140748847
1,1032764682,296475017
1,1835033137,819592998
1,3030935442,538550380
1,2766674936,728791874
1,2834147202,2474901798
1,1902068792,2833415034
1,3890044804,2584697795
1,2050504093,1141798720
1,2995677151,1980894329
1,4154227151,640260500
1,1487868941,302466871
1,4285802156,236736192
1,3658757727,3277021281
1,3500258725,105687992
1,3101383649,3283040645
1,1113850846,866365011
1,1627169785,2516233411
1,2389001198,3375070540
1,2106195730,3323080982
1,2282883770,3580263851
1,2160494726,915120729
1,165671561,1395450541
1,884551183,2177722258
1,2108533053,3822093076
1,1784587311,4185663983
1,2920994394,3091541662
1,2892571732,159351600
1,1130919487,1991476213
1,191430859,949468805
1,2300621997,3353794004
1,483130366,3508234223
1,1130494654,2319793696
1,4186270168,3203314574
1,825311704,2067627521
1,1912222471,3250698869
1,3751798302,1680535208
1,2210745930,1176059503
1,378173032,2173876741
1,1978041895,3050187782
1,1853864003,3166170968
1,1130494654,2319793696
1,1676388968,441850830
1,2389688714,205060988
1,1043565100,939996834
1,3900686321,56021967
1,1563437474,2889392509
1,1407447428,2377902333
1,3373740639,3666201360
1,460150358,816961320
1,1853864003,3166170968
1,630167980,3505999501
1,3275119116,1187614415
1,2122094885,3101552720
1,1821965487,2567385907
1,1674770957,1605907737
1,1243244040,1655869766
1,3030885365,1411980274
1,1328017795,852607071
1,3853135440,3090275232
1,1852821008,562358068
1,3671792044,4159513302
1,340397853,30522919
1,3195941759,1135184924
1,3941778140,983618131
1,4289376620,1636098373
1,75775454,1978203770
1,937757055,2564528075
1,1457899692,754627436
1,3921125158,1182601341
1,2542103229,1752054615
1,2298619633,3930074106
1,1799709470,4217619816
1,4086189355,1642026269
1,2832112238,488036793
1,1892508036,355489491
1,954317984,261593436
1,1113722776,1552142539
1,2077604114,2203660548
1,2964076520,1126423707
1,2638757655,1200704956
1,2022500488,994676122
1,612656235,2750168135
1,2139200237,1210623284
1,2995692757,971745133
1,3326186289,962737723
1,3225705412,4226111444
1,1186806654,2620666302
1,3721820266,620695276
1,2118783089,3673824327
1,3810846799,1325074200
1,2985852685,3047779462
1,1264192785,3573978002
1,124064863,849871363
1,2709172334,257984140
1,611016897,3490596311
1,1900185622,635962678
1,3270395407,3547938707
1,3491397543,4199048818
1,2691343457,97586171
1,712848537,3044373336
1,4149304686,2126962532
1,1665301954,1038879657
1,2201245992,215542278
1,764328725,646852957
1,414776066,242040039
1,1386040838,1587395175
1,2389140369,3682402097
1,980478624,2500122216
1,1483231467,3988234758
1,1707910864,2514750348
1,254816564,4234542898
1,314335243,4122651001
1,2220491818,1729454608
1,962477933,2699450457
1,1729543733,431048396
1,1248171988,2086455817
1,3914893545,2613177548
1,712848537,3149716162
1,122734203,1034637425
1,1334659868,1980894329
1,831055515,1055377026
1,3393430210,1726471825
1,2668500191,2835868861
1,4101248069,3095516087
1,1045378565,2862284787
1,3703525232,123573062
1,805150965,3528764768
1,3102501053,1104559666
1,1930374579,4125497349
1,1689314855,891248341
1,1821875388,1666545703
1,3492585343,312265924
1,887644040,2828399909
1,2206777473,1350175811
1,3202128395,2256121048
1,1330540027,3269146847
1,3876139929,2138889181
1,792645593,3658208847
1,2065799849,3931033939
1,25788160,3345932867
1,3965164098,2871460916
1,3504498104,1902423817
1,681044161,1542720689
1,3893401232,3994076087
1,1969187860,2805936697
1,1884867719,2242796646
1,3389408695,705155940
1,3393337346,2879276286
1,3043133921,3205175747
1,3268999028,3441283383
1,3935050299,1118581117
1,165136504,1761040605
1,3656024500,2269100299
1,2817782777,829786680
1,1625419473,720695533
1,2671028494,475139403
1,3946192175,2640126427
1,2172855737,4246540209
1,1487249777,3979481670
1,54922456,3557215106
1,2116638927,2621978282
1,2146268420,3312674336
1,3832837786,3981775094
1,3870515360,500429675
1,2977361103,3599936801
1,4077708975,3216433143
1,3054380233,2687606664
1,2725995260,2687533284
1,743656704,2889106060
1,1035443562,3522603758
1,921281780,3412514386
1,2465859858,4271359781
1,227001881,1375664237
1,2358578672,4110443017
1,3291614016,4117627196
1,2887775634,1367471899
1,3042612735,610493312
1,2308364661,2509953610
1,208302069,2043476705
1,261002678,4159286058
1,613369054,1397917995
1,1359788018,430537386
1,3095330776,3041825664
1,763152554,472290748
1,3346777341,739038796
1,1810321157,764877686
1,3246678515,1507619378
1,2710895026,544315614
1,743984162,3205175747
1,2879924940,3460499189
1,908720185,2712789376
1,2539205202,1065718333
1,3075835555,1036616580
1,3279267225,4228787858
1,1799709470,3493797951
1,2847174369,219059962
1,796332893,3318116205
1,2084127548,1625370938
1,2029582957,3789376256
1,1355658137,2357221297
1,994676122,4118122025
1,3251014226,1799259336
1,3368288862,3251572257
1,398422876,677832251
1,2158569615,1958573404
1,763152554,3905033194
1,387288450,511311727
1,1659966402,3378580538
1,258047,1999386573
1,2343396509,1436359807
1,1814055804,2050565864
1,1344355875,772217144
1,609623801,4282749252
1,3105568663,3475893989
1,3922902476,9784494
1,3867393142,786625962
1,2675366031,1709902370
1,3379486410,2718933447
1,2074039420,3680233781
1,4015715622,1118101132
1,2376552961,1684183874
1,518222659,2733758300
1,2139200237,459439404
1,2544002498,2214693484
1,2104231529,1902043911
1,3047942142,1408521885
1,1142038310,2288862231
1,1634563776,1480113982
1,2325289006,3089499175
1,919356882,1684183874
1,1459215305,323780484
1,3982053325,4005866778
1,3176460569,1727761879
1,1346371099,882070118
1,403548367,4212430446
1,1748664140,3269146847
1,2636606965,1860407158
1,545829882,1778775267
1,3693750940,3014698925
1,2068945199,1262916868
1,3041742389,3206209620
1,71375986,86026702
1,3889888691,1039816787
1,2300621997,3353794004
1,1923087716,3141130737
1,4288613751,2014211844
1,2360365664,3478572959
1,362816865,3500028942
1,4108898822,3344025533
1,227001881,2359638032
1,451207812,1726457735
1,822136584,1101360034
1,3064334528,159351600
1,2298619633,3930074106
1,819561681,1350175811
1,2322582639,552269846
1,1460979823,3631627646
1,3102703783,3010010739
1,2124414157,1312628589
1,2614828639,2027771431
1,1153639624,2424467065
1,933941732,2803363809
1,8660034,1780690017
1,3893832039,4058480380
1,561430565,1115565398
1,3387449827,3593012186
1,2648164301,2084915003
1,3158451773,690199618
1,1254441436,3604616805
1,2152124620,3767540559
1,4195021957,1902731777
1,3941778140,1375664237
1,2277954221,1303676034
1,2481069519,2804259900
1,1794962291,896253865
1,1922376203,798247050
1,1035148143,815481787
1,3042357886,4166477340
1,2628699139,519658345
1,3484476637,1933551853
1,2306537005,3508234223
1,584558550,2733327644
1,200504055,1964078714
1,1067564682,1944166196
1,1610895932,2604808762
1,3735631261,572085747
1,2906514917,1601032931
1,2962272065,4246540209
1,2995246610,1628981671
1,389964627,341199823
1,2669529988,3844290364
1,2013028328,584321400
1,1288220216,3481795291
1,2998314427,256061599
1,8660034,4271359781
1,3690489514,3725072369
1,3896821324,1221129663
1,3125481079,485216364
1,814079080,1083712068
1,4289165936,3666201360
1,1227692750,3277021281
1,2533672576,3422593286
1,3620358257,829786680
1,4249180476,1511477254
1,1857275551,2259957740
1,4094230441,1040329336
1,3627744656,159351600
1,3470371504,1218834240
1,404551210,1085256225
1,3746518024,721296483
1,3244130372,505860016
1,4215042951,3226686138
1,3989546935,2217558127
1,198574160,954451560
1,1506996824,375388863
1,2346934759,2900950178
1,3049396539,4146318743
1,1464918567,3179169735
1,3869963061,4191313134
1,2079685896,871679006
1,1417375119,805742252
1,984671592,4004443341
1,4264560342,3516603836
1,2768521898,3344025533
1,3698980040,2770620676
1,3833475937,3044373336
1,3871844281,2602507381
1,2168147177,117207661
1,2084640884,3311674407
1,911365809,752877041
1,4086310475,2076605315
1,1901710069,16933527
1,3253287499,3748849850
1,1367100589,1868925900
1,2761022735,2490759434
1,2751436700,718843702
1,694854417,2496501780
1,1241012862,3250698869
1,685372386,705336788
1,2545437279,2611808274
1,3578753118,4212108576
1,3199321498,3159010476
1,1703080211,1935421006
1,964450536,1088754866
1,1208221731,1438196802
1,18727346,518782902
1,2028004523,3585316632
1,74124813,1188362034
1,1334396542,1920091538
1,3102703783,3010010739
1,3950258671,2833415034
1,219136842,1504633038
1,3322939993,2524836922
1,2441662411,2942125
1,279589368,2157253857
1,2844262919,3908256087
1,3207013859,2701575241
1,3827380463,2977318960
1,2227917026,1801896946
1,2516233411,3439500642
1,2748003083,856078318
1,86298600,3960426095
1,2360365664,1181341714
1,1668456717,1506454272
1,2219882169,3522603758
1,3156637582,2960997579
1,656698835,3979333992
1,1352411025,629711018
1,3059025139,3151399095
1,2303676797,2681087796
1,1754343790,2469394698
1,747485232,3042357886
1,1145880227,3498853321
1,3299126623,3069980384
1,3202948558,2528899716
1,3393630911,517260836
1,2131959639,3370473958
1,4001769103,2671218489
1,4289110613,866792419
1,2214168875,3793731481
1,1262686857,713746982
1,2412428182,2333435384
1,3424313238,1905943612
1,2520431179,2481155656
1,2539093927,716375928
1,1481293583,4114528568
1,896253865,825845944
1,383745941,3379486410
1,3213608540,3432029652
1,1240129212,2889506248
1,285067450,2086433099
1,2375669168,2014308826
1,2544002498,1515810068
1,923083431,4279419757
1,1065450055,4223656537
1,2419539248,517260836
1,663139661,1713590511
1,229658222,912986022
1,1835158630,1994379807
1,3023899558,571843828
1,3463295100,3332567032
1,387717167,1783489165
1,1939849132,3100531922
1,433282420,334821122
1,1361612536,1746655739
1,258047,3794541920
1,690315222,3814598561
1,3784764938,4030752903
1,3997488372,3900483124
1,3806704121,3701980774
1,3800837396,754627436
1,2073398389,1684183874
1,1553075002,1564720949
1,1024684790,1826867038
1,4226111444,387717167
1,261178371,3296254286
1,1775869303,1233565001
1,3559415767,3619569844
1,1032307497,3490309746
1,144943926,1826867038
1,3849800920,97801740
1,1127383178,4264856151
1,1731096929,2956224405
1,71375986,1375664237
1,3519659614,2969660091
1,4240407085,427156003
1,4002248663,2318365193
1,898782087,2964440663
1,2288307801,2071468974
1,4206465630,2799192943
1,3445695854,179067337
1,923956835,1154928830
1,4183707149,3546820623
1,2206777473,162365689
1,3810846799,1325074200
1,2782685861,3231534628
2,631365480,1111979291
2,3651485151,1780690017
2,663012346,3151399095
2,1761007187,1498036882
2,4069659242,2158225477
2,682998126,1910411819
2,1918908464,373863554
2,4223435503,472290748
2,3123493047,1208307773
2,1610608547,1370809083
2,960092000,674173360
2,2321229503,3781511357
2,4229237230,3768186621
2,2956941947,2857894910
2,4165244605,3789376256
2,1000106726,1506906396
2,1852821008,859056899
2,2389001198,652176199
2,306267147,1312628589
2,2841123105,544684590
2,52104235,504302079
2,428131366,430537386
2,2094330878,3051224099
2,4089882606,2849763564
2,1563437474,2889392509
2,2008989859,378982106
2,936315280,1803116996
2,3187305937,2309690778
2,1215202454,2332639436
2,4122583114,1695854332
2,1595535032,98592019
2,4189236082,1632207687
2,881032365,1663538013
2,724975459,341199823
2,1333379942,996959929
2,973593276,994676122
2,4061204363,1061259172
2,2274241387,1131759719
2,3815104637,1925314826
2,3958038320,259006220
2,1438266755,1332568669
2,2070984324,305975207
2,2992814036,2942060859
2,696782799,1405549222
2,1449164227,1091404026
2,3975517621,891306773
2,1210864150,3087306003
2,825311704,1111979291
2,1037582168,66057972
2,1017546066,1166650192
2,1657244333,1141798720
2,1054099358,506635365
2,3641293012,1206849495
2,2391872938,792060111
2,3334081751,5029586
2,2639197701,424232472
2,994676122,1713590511
2,4290057653,411375215
2,3895795120,468080344
2,1245346479,303485600
2,2198030198,1910411819
2,1683116425,417125601
2,3385944896,3306596061
2,1802011524,1086682695
2,3301496752,958357180
2,2947304524,3637617501
2,1448039620,1594104440
2,3747400408,2637814870
2,3913168209,2457457611
2,1245160560,718246127
2,1809770324,1063954610
2,3687627144,2083754150
2,3188904872,570063664
2,690457988,3227121134
2,3299656603,2911614562
2,2015664445,1267825423
2,2462611284,1301393497
2,3220967973,1186296228
2,2661989112,2334975367
2,1231686256,2043638160
2,2329453736,580110121
2,975789094,97193149
2,3882036197,2217558127
2,1776453982,1429594010
2,2332367334,2157723005
2,775590704,927285629
2,557839292,839263285
2,3255866275,922496978
2,2824381301,1624239742
2,1980477620,162033517
2,963181695,966629696
2,3560979636,3294457484
2,1125799491,713714629
2,1313575541,2971446714
2,53867738,3073807506
2,3783584479,2104261312
2,2942335507,1518626050
2,1304868441,975541424
2,2095974075,826101401
2,3331881058,677832251
2,2087590585,264184112
2,800610000,4152958882
2,3500184040,1179164349
2,1799052021,123573062
2,1963926677,1943450976
2,3420770588,2294663387
2,3155105749,2133079047
2,295128469,97930134
2,4263306153,3857129077
2,2798026282,523074739
2,2693248013,2599755121
2,3003147195,1504633038
2,1711502051,500894758
2,1721486894,2049141115
2,3381128080,152139376
2,3465319208,2473883470
2,2292300215,1748613394
2,4292939171,2702435837
2,647317918,677832251
2,4291905065,898058398
2,2070491290,1933278346
2,805209030,3239439580
2,1357669478,867167973
2,3213182368,2916313489
2,325005542,3446099980
2,3591904111,2889106060
2,4238926989,1715041013
2,4195021957,3784861428
2,129173500,1187474281
2,2351785619,2518230832
2,3693257008,2528899716
2,214030731,389219197
2,753465481,1492182156
2,3830005035,1768089225
2,1463712690,564238209
2,2912041676,1230381165
2,3590901614,2819245891
2,3586500603,656698835
2,224531634,656698835
2,2992828829,1124556741
2,2906073580,1185182764
2,1291273063,945684308
2,1543753284,93479784
2,1854662406,2742892638
2,1205850217,994676122
2,3489200526,1240444909
2,2414251483,1642171318
2,2081352340,196791868
2,1201602115,628879513
2,3863446626,2259957740
2,273712035,907296127
2,2408434148,597742640
2,1176059503,18264600
2,4140108713,2599759870
2,3585316632,2168147177
2,3163484197,1631615332
2,3577684796,794027803
2,2914861469,97193149
2,4042175146,2005574893
2,2092002172,1271080145
2,2763014903,366239857
2,4159034341,2937525435
2,417206962,2138357912
2,3820064478,3460411879
2,1289868198,799969303
2,3112025499,341199823
2,663012346,2637814870
2,931311951,2573626714
2,3384883937,3176849020
2,655689466,827811187
2,2144443761,1053593013
2,1547591961,1733876106
2,4241401187,1850727751
2,436095484,1726457735
2,4099841600,2319338478
2,4260150415,1603219980
2,2520431179,4018561560
2,3624714500,3308317766
2,957492934,818254185
2,2539384016,1566622764
2,2119047138,2269502085
2,2098087200,875744553
2,2912041676,1230381165
2,2298886343,1521522715
2,1103787316,3680233781
2,2684150012,1823248022
2,986838970,1620825543
2,1535082710,937062519
2,1996710831,540661131
2,3369236656,1145791039
2,1182512555,1727994433
2,129173500,3337049311
2,2398547853,862718904
2,680599196,606327911
2,2727555996,66247839
2,23934911,582022491
2,3433803394,2212583780
2,1518645034,705729218
2,863127146,3527837949
2,2943190190,2008989859
2,3501575414,3280718287
2,3726039725,1769144591
2,1511152593,3254572445
2,3757994666,754974693
2,3352865170,1091404026
2,2862225366,1039816787
2,761756277,35336103
2,1966793730,536100807
2,3189320882,1123159633
2,4234045315,1364858549
2,4103086857,13645363
2,2292082163,227231098
2,2980312193,2183875780
2,3322005001,765472753
2,682998126,2712789376
2,168222130,1534178715
2,2115449537,3294454723
2,4016681241,1713719151
2,907253586,316889966
2,3566662720,2748623227
2,3073207032,1118101132
2,3584502867,834544767
2,3334173585,179909063
2,3309830291,1888726407
2,537224572,1266535591
2,3659142614,671147931
2,2437213336,1191459008
2,161609319,829957688
2,4149277979,3529360928
2,647317918,430178566
2,257887417,35336103
2,1781398404,1606598456
2,713943303,324897189
2,413852293,2345871793
2,942006204,1017546066
2,3387596372,355303141
2,77329464,493521884
2,174533562,234490836
2,1303644154,1132134655
2,2403374241,4198148727
2,718674767,431048396
2,575798617,3619569844
2,2190907872,3111902365
2,476581871,3191388887
2,1156052756,477553695
2,1600616549,3001408302
2,1361250553,1232946161
2,2169697424,3381177724
2,4027884343,741494558
2,75775454,163505030
2,2540718433,2178000878
2,3927768774,58510858
2,3064334528,159351600
2,2963446322,2575632685
2,656698835,227645039
2,1931100589,1411980274
2,236048956,927285629
2,2258840093,2213666210
2,384557186,3338732318
2,3823820756,2171924400
2,4066179401,1377132605
2,1837648468,863329466
2,2146648799,159351600
2,2225545214,284754035
2,479141056,1291859186
2,579273273,1835033137
2,2772330344,571550607
2,2011932271,798247050
2,2649254798,616627108
2,3107449213,3898564500
2,2156310193,1131839533
2,2494171542,1091404026
2,2382643618,196791868
2,2944857642,2044385334
2,3048199336,483372626
2,4239000339,3784808595
2,3400865074,3309830291
2,1386837816,3784861428
2,316640687,922496978
2,3783430560,2116759637
2,1237550763,847839152
2,3063721779,2314234752
2,3475904703,4018561560
2,2968086582,1103527354
2,2832112238,488036793
2,3557984064,1542179482
2,2714234360,2408434148
2,993561200,1663538013
2,3661312991,372421102
2,1997111086,858273525
2,73121725,941180455
2,48664808,866792419
2,1918908464,373863554
2,1632241419,327189920
2,165773429,1639806754
2,2075200438,1746655739
2,1438266755,30796165
2,3017519116,945684308
2,4140108713,4049554739
2,100304050,359468572
2,2445819304,1240444909
2,3997226181,518782902
2,4076730450,431794173
2,589866327,1746756468
2,631880435,1122594028
2,2358586852,2317723557
2,3833249756,596811522
2,29855676,110627267
2,4106791294,1893609592
2,2335067368,1208307773
2,3891527925,2714144814
2,3996065489,2185038592
2,3620290778,1056178808
2,2077604114,908798147
2,2125715228,122734203
2,3287640903,2867875609
2,1942259177,1332568669
2,2670100165,2842683453
2,4003667631,978062057
2,2862225366,321895430
2,4016681241,1713719151
2,2767128762,114912297
2,2796307242,519658345
2,54673888,652176199
2,3458416220,1146366743
2,1039178864,4056651706
2,3159156947,1239158450
2,1496217251,218526726
2,607439609,218526726
2,3958554081,2770620676
2,1634339764,1284560630
2,1959064378,2011346792
2,1514691032,57254144
2,2952358810,2992828829
2,4235533899,1362048240
2,903339787,3149716162
2,3447116483,1174107761
2,3433277712,1221416124
2,759859443,3775017775
2,4228787858,591338133
2,1091404026,891248341
2,898782087,990261673
2,220969354,1967369161
2,833264571,523744895
2,3901468991,33081792
2,1012631413,898324103
2,2139199652,3085147105
2,1377712939,1351885376
2,2906760846,2113839458
2,2944123046,1862772245
2,3947389405,29498519
2,3930203087,1690075265
2,2399247837,2558633431
2,2284373882,983618131
2,3798148356,3630596723
2,2104231529,2459117587
2,3998531872,502970099
2,3183550280,1251645465
2,934007288,16933527
2,3441184770,2057614445
2,3959104960,1690663027
2,3725046139,1602737882
2,454862819,1626678938
2,3825693463,997220911
2,2821559246,1760031776
2,591338133,15630034
2,101129666,962477933
2,2105997840,1726457735
2,2656100473,1868822738
2,3590206105,972061227
2,2644068036,499818668
2,1457227967,1850727751
2,35336103,2122968520
2,3236591865,2236232282
2,2767534296,1143926177
2,849871363,1659966402
2,2679529973,1754812774
2,1611718867,748607984
2,2604281676,2588644990
2,472964117,3267355043
2,4108245777,1216969735
2,3562764254,3014698925
2,2378308641,420759736
2,506905780,994676122
2,2320437819,2086243199
2,213671806,2620666302
2,3868323463,1017746219
2,2133079047,1138974115
2,1891360161,2270136417
2,2360365664,53859343
2,2614193632,1900911478
2,3468445701,163891198
2,2045230885,1957376875
2,4098437094,3003147195
2,3241710289,2034928702
2,3280718287,1664178674
2,1203796264,355303141
2,3330386853,2133235145
2,2839256080,312265924
2,1781317490,1458681229
2,765057130,1638498392
2,2725921673,1829782350
2,3321817637,2926324312
2,841077506,1436991699
2,3188098177,898324103
2,3355477886,580844297
2,1552585112,226254494
2,4252244549,1715041013
2,2531010975,2354234256
2,1254363503,718620114
2,4159636118,2174443820
2,2619971180,1128600175
2,2647466122,1226500780
2,993561200,1324212855
2,4288261335,275813572
2,2661900930,924941397
2,2050008693,568475868
2,3536782241,150447638
2,3555890865,41554681
2,805742252,315481361
2,2494220600,2225545214
2,1103634344,3625404959
2,1544174053,399747528
2,3396497468,320286773
2,2817107516,620645805
2,3601240807,2892673176
2,2860060458,397780484
2,1511982535,1843178462
2,2779555022,834066355
2,3109492579,480052413
2,1459398408,1764481177
2,1535082710,1713590511
2,4247121355,975541424
2,3947874382,1134840842
2,86075857,504302079
2,1423186735,2125778624
2,2316087548,1338860962
2,1515647204,336893387
2,2019180045,826101401
2,486632107,829786680
2,1198512218,814731988
2,3457107298,1143014619
2,3095168306,2701575241
2,2098087200,341199823
2,130594841,1663586362
2,4279411882,2044731856
2,2231601193,471395921
2,2299314811,1673669565
2,2178149890,562358068
2,1045953288,1428455848
2,3528630234,3353794004
2,4149304686,1390892179
2,27987080,3809323671
2,1570703533,1437750952
2,3502659253,184100822
2,2113839458,1316403765
2,3857362372,792499304
2,1332066608,941180455
2,1001549466,530928092
2,983229802,2912212709
2,3476791345,1710630792
2,3604511055,2574965674
2,3255648285,1101530742
2,3432123075,2833415034
2,3326186289,962737723
2,99699720,750843048
2,828252369,1355302625
2,2380631081,1503383993
2,461879787,2952358810
2,4088867424,954571849
2,3474941323,1651726766
2,3182355207,4088706070
2,3118221353,694496801
2,328519426,275813572
2,3781962845,1645648261
2,2618339302,2604808762
2,2943690023,1631158085
2,196929574,2568221825
2,3847500015,3547938707
2,2092158825,2900950178
2,555497581,226461911
2,4141124289,121462973
2,1789575756,179288746
2,3005710991,1419825484
2,3123184568,723872739
2,3420770588,2294663387
2,1216871853,2880426007
2,950756299,1983889235
2,2488185809,1591867208
2,2959365023,1332568669
2,775559632,1954967078
2,3877962737,1472301980
2,2639197701,821583868
2,4032500581,3075660215
2,3839082219,763017871
2,4159286058,827811187
2,408060723,947345678
2,146808584,37661312
2,969525795,1046611173
2,2667911404,718843702
2,2851765537,363496814
2,642283221,2679314997
2,640260500,2004396030
2,3661717533,2325158324
2,1993411799,1233357588
2,1892663098,1303460678
2,1922902581,1544174053
2,2572570680,3843257025
2,2544485006,909552595
2,3276047185,375951520
2,1226500780,259006220
2,2448739506,832487474
2,4176763891,3184487800
2,1353711813,2609303586
2,2139688074,85583521
2,3141936314,225949195
2,1130919487,1991476213
2,565368573,854939166
2,456689157,430415205
2,2184791415,1339626183
2,3971389399,2601372504
2,2113158804,1469473552
2,2808026978,986496525
2,2849340242,3474225085
2,310540726,898324103
2,538550380,94302464
2,2979556657,2328257383
2,416701145,2681632456
2,1048769642,376951013
2,58377970,2094617093
2,359356063,2481069519
2,2047392365,2507738975
2,2217561812,207329457
2,2842565469,797625486
2,1886466869,2153415667
2,1697294883,2380913858
2,3614536240,2318244456
2,4000065135,1091404026
2,3734103207,2183455860
2,4289153495,2167993092
2,2485229417,2558633431
2,3441578682,172574479
2,2650202686,986496525
2,3000792516,255963483
2,3784581239,678236612
2,1972317754,622058097
2,3010436977,1515270710
2,2090352720,3308317455
2,1079041179,2498046981
2,4284331646,122550860
2,1022501714,994676122
2,2499310475,2424467065
2,1515647204,128996462
2,2357372960,286465092
2,3196036201,165136504
2,2566305877,1397917995
2,27537526,748607984
2,1449419742,788933721
2,2871735171,1954455248
2,2526641932,2667064672
2,3441184770,2473164680
2,1422811788,139628856
2,2594065762,1891458452
2,1561749110,785743691
2,637339345,3490309746
2,4103124262,1043565100
2,2722950958,642025090
2,2219889640,326080737
2,3047199361,1759528856
2,1864386681,2317723557
2,2813825952,69304507
2,3003147195,57254144
2,3768186621,2599755121
2,1933551853,2338504085
2,3469222388,1190240667
2,447008477,996546984
2,2444382903,1374810695
2,2349939933,4184214313
2,1862066164,3202881534
2,2564528075,1132134655
2,911609416,2204481244
2,1873624642,3113678103
2,1781317490,2406900984
2,1450672384,1034637425
2,3047206685,944796571
2,476581871,498006320
2,2378308641,381150737
2,2272508020,387996118
2,1696905666,420759736
2,3082862869,779683199
2,942089,1036616580
2,2359485225,2044313494
2,1045307739,1569494229
2,454862819,1626678938
2,3411919975,2602507381
2,2158285549,2562722197
2,3430793990,69606827
2,2968084237,1332568669
2,1145791039,2171924400
2,3902160400,35254803
2,2630440468,3741723479
2,1319577121,406103859
2,1773396944,1088087475
2,1100459627,1725893799
2,412386323,866365011
2,4173832987,1918908464
2,2379976875,1920091538
2,3651311185,430501350
2,3881651394,370040925
2,1959298877,440664992
2,4053312415,1319264513
2,567923746,1267825423
2,3569208898,1588351075
2,4272731011,3421851303
2,741494558,2092002172
2,4089914561,269834062
2,1333419571,2221409971
2,743984162,1857930627
2,2024515517,1817791961
2,599786344,560030947
2,3680142869,1332568669
2,1487974851,1187474281
2,3167087141,373674159
2,2548434700,1952691729
2,2125516708,2073932971
2,2912212709,2481155656
2,2607297170,3185007248
2,3576030179,3185007248
2,291741779,1490568306
2,4113151153,866365011
2,353738643,994676122
2,3101254972,2017687851
2,796241175,1549999964
2,2952860307,1484811081
2,3874048560,430501350
2,2303676797,278425150
2,1043532108,256061599
2,1530342810,2225545214
2,2595317197,1991476213
2,3070736923,3793731481
2,348296493,1423655715
2,219568860,534606580
2,2411122041,3529646908
2,2940703038,1921753762
2,1014916122,159351600
2,3462799203,748653342
2,1675684498,781136593
2,1054826567,105687992
2,18848931,1991476213
2,191946414,4224340559
2,529004640,850491197
2,4069163835,3381145737
2,73721931,2260058688
2,4171236554,1509079434
2,2309763068,2971446714
2,3114081100,191411989
2,467458019,2608223592
2,3154180243,1033589203
2,403548367,580982659
2,2340506284,77254707
2,2757717424,915120729
2,2203619540,1835033137
2,237632340,3565319599
2,1859147125,2714144814
2,431813341,2203622925
2,4098755129,256111454
2,3729785503,1890922178
2,3050187782,575682520
2,3465319208,521788120
2,3603330933,1642026269
2,2237713903,1173156333
2,576717309,380780368
2,3922888726,1479749896
2,431813341,139628856
2,3568247382,816346775
2,919981481,946530041
2,1672824866,982338194
2,1182512555,356727542
2,3609356867,2960088786
2,1241012862,373863554
2,4086765071,2557300142
2,2083339233,1924014244
2,39246274,1889967345
2,2651648650,843074840
2,3935050299,551505582
2,2451413752,1154928830
2,2409528198,324897189
2,3978977380,2269100299
2,272496485,159183053
2,2393632579,1375664237
2,3888272524,3178528282
2,2628699139,1170029110
2,4008739863,487304807
2,4166473118,4009611724
2,847291738,852044639
2,3916074380,436062812
2,1932447537,2601372504
2,2299022995,724553722
2,3621180500,500429675
2,4266648551,3449531066
2,3058128663,2802540716
2,2905653122,300437540
2,531894828,2671028494
2,1937048978,2946339287
2,2410044879,152139376
2,2049724136,231169166
2,1883126923,359918838
2,3729011877,2278982980
2,2964076520,1090017658
2,3779428082,1584817184
2,2257273889,544315614
2,3869100566,362816865
2,3094586045,244107308
2,4094842778,856577175
2,312075884,672849460
2,1344768389,2269903082
2,3185007248,2899887164
2,2815760159,502434184
2,2325096265,440664992
2,2597046568,772732976
2,2027771431,2338504085
2,2769714447,3717044186
2,892746686,534991775
2,730945244,539292045
2,4224194904,3826866570
2,2857414562,597742640
2,2327998759,3375312423
2,3126318274,90361770
2,3727261618,562358068
2,3500376721,1183988707
2,1103634344,2423456155
2,1051200371,3085681416
2,2824381301,1624239742
2,1014487628,2270136417
2,3764168832,3703361996
2,3441184770,2476270457
2,482434561,1101059032
2,2339128108,852765968
2,2475892818,815806391
2,3198306492,781924816
2,3509485436,1298661731
2,2280820798,994676122
2,2782812436,1115565398
2,379834270,2796307242
2,3332459613,978062057
2,3814598561,171014690
2,2377726047,1809684851
2,1088036017,2421033412
2,3764913231,2380085497
2,4286906991,1119404634
2,2725707385,606611277
2,1033568951,2613471603
2,1265320427,406103859
2,1566483836,668530324
2,3045290642,3173716369
2,191430859,949468805
2,74647675,2971446714
2,3044955701,256061599
2,2073533752,1653197358
2,2971797622,518782902
2,358434513,812681295
2,1301527687,3338732318
2,4133724495,3173025248
2,2880669728,93935026
2,3509073089,2279750401
2,2833842908,610493312
2,1738097215,1599091377
2,4176763891,3499914946
2,2214640257,1958573404
2,4288261335,2772330344
2,1176925966,1349792162
2,652851251,814083644
2,220186114,1093775969
2,808651746,1095455866
2,3971342035,2105629721
2,3456425669,2608223592
2,3489985175,2693248013
2,1460979823,866792419
2,3768186621,1192200504
