K,True label,Predicted label
2,4152686590,2546240267
2,4108245777,1993904090
2,1272241865,804601457
2,2494171542,2274241387
2,1884272532,1135705464
2,2187100678,596811522
2,3188055964,3087853939
2,3038858280,2345279804
2,3765513789,1620542406
2,3311674407,921908424
2,119781937,640260500
2,568434175,911794515
2,2253053678,2626405160
2,1999312808,229658222
2,2323671719,1104559666
2,2988598517,952183003
2,4105255910,2277769580
2,3398155009,1892508036
2,152464681,745812174
2,2854456163,2373193017
2,2233048150,1987315294
2,3334081751,1472202477
2,2570143988,2481069519
2,3381177724,896375186
2,4149304686,2457153546
2,2056012577,494127345
2,2202755801,1226500780
2,1664573953,1391434368
2,3956936222,1729876091
2,3912318877,521788120
2,3214224895,1774438130
2,1963142010,2509162399
2,2212256143,866365011
2,214100626,2400732530
2,1719174086,1655846226
2,4144796671,575682520
2,2469394698,1892722370
2,3979474245,199282612
2,742453917,696426687
2,2786026805,679648252
2,1113658052,219059962
2,1565741687,2494694661
2,1842099953,1684183874
2,3606277248,656698835
2,3433277712,2803363809
2,3598471432,1322011905
2,714653030,2173564634
2,3916074380,1797930186
2,834544767,16933527
2,1262321526,207683426
2,2129884110,2253967885
2,4287365797,161116945
2,1468444411,1047766797
2,23934911,582022491
2,2096005797,1722311799
2,3540683460,2007634073
2,2355878351,234490836
2,518222659,221831759
2,1912222471,2201615216
2,95083723,349297863
2,994676122,973593276
2,1746756468,2219483906
2,2238979942,1931898332
2,758487876,3293559118
2,3398155009,493626958
2,164698800,303485600
2,3753461749,2111137852
2,2203619540,962365835
2,4113270707,1081393771
2,4126717097,410253817
2,796332893,2019842229
2,3213608540,1015072454
2,3134039974,1542648092
2,2064037325,1591196550
2,3123453722,2047392365
2,577897805,220587098
2,1191459008,145865699
2,111019786,739038796
2,493626958,911448401
2,2197877769,366239857
2,3326267479,2415538143
2,3759425460,2049992501
2,2214640257,2063618224
2,2659942056,915120729
2,151221854,1386397669
2,2632530701,1931931517
2,808572599,3937733565
2,3767131701,1366460521
2,871679006,611920673
2,3482149149,2204164265
2,728791874,3205175747
2,1768294681,1206055512
2,1417931016,871931738
2,3139740967,515853114
2,2129344925,2517390245
2,482434561,2081817879
2,3416560161,2794631090
2,1098329942,539019334
2,560030947,232318354
2,16448490,803317615
2,3256029913,1264436581
2,647272739,1039754812
2,1358636948,2770620676
2,3001123709,2376552961
2,1840323610,2377831355
2,710770581,1991476213
2,1361250553,2650202686
2,98262397,511054120
2,2496501780,3171928665
2,2270136417,343758389
2,1856302590,218995565
2,3564525131,2026186704
2,3092775216,110635433
2,1256302275,297977
2,3980069326,673387731
2,236048956,3134850657
2,77254707,1569494229
2,2079060966,3804006634
2,4070501594,432057156
2,2842683453,3847500015
2,2526885671,694178604
2,2931597718,615781194
2,4143102922,3381497963
2,713416067,283975355
2,2126654012,1274738046
2,622092984,891976035
2,1999386573,1719310608
2,3933335821,2304518343
2,3299472700,2794631090
2,321589833,108232391
2,3725703885,2105629721
2,2062363406,2992055559
2,95083723,349297863
2,1385997718,2650202686
2,1797930186,431506102
2,634806664,3186725147
2,3017519116,499316216
2,4172783971,1486912643
2,2680389700,616742266
2,1348816963,2007706703
2,3746060972,1166650192
2,3842983995,15630034
2,645628,862371276
2,3585316632,2095974075
2,4173621296,3935196293
2,3835290373,378982106
2,1392882653,587282424
2,2622880584,2291187811
2,2389688714,205060988
2,545829882,2057614445
2,2213950251,73579052
2,2050565864,3555381443
2,71664304,610493312
2,55214780,2291503767
2,3508963428,2164810839
2,3326267479,2693248013
2,2355055620,3082762662
2,2478023301,804128688
2,41822316,37526516
2,3649788315,2864178368
2,437907078,323780484
2,2066748536,1213593010
2,978796186,1729557206
2,3636925263,66470530
2,1860299582,3659553730
2,4023541274,2974535963
2,3627744656,2497751413
2,2616119978,2935245097
2,2614828639,16933527
2,2903860316,1507619378
2,66247839,3102159163
2,4108633698,825311704
2,753964834,1202056332
2,1601032931,357724179
2,301438036,2952776319
2,944479978,2794635514
2,3065834621,832239361
2,2620765063,776805170
2,2047392365,2410084117
2,1132134655,3777815423
2,4001769103,2875296812
2,3570475971,4228787858
2,1620825543,634404165
2,1514056353,2785122731
2,3381911354,694848984
2,3001416403,640260500
2,2910942674,2044385334
2,3808228427,490680502
2,1017746219,404428692
2,392356944,615651823
2,3185044263,821583868
2,3385067873,179508880
2,4076853633,498816931
2,3272244682,1650457181
2,3857129077,827811187
2,2634819658,1292622626
2,2481155656,63919588
2,4005065793,2602533565
2,2125059129,1121516338
2,1212647631,3974991115
2,1062863747,996959929
2,2231198508,1317491259
2,1364967438,2377831355
2,2838027152,832672693
2,574812618,1226500780
2,1611066645,153855523
2,163891198,2145882222
2,273712035,615781194
2,3224908824,237632340
2,905135120,2568221825
2,3444021928,1432324178
2,4143106238,932097139
2,4044977701,1511162790
2,4171236554,371502910
2,3568247382,189762378
2,3216744297,1288241822
2,1022501714,2304809467
2,3927638305,114912297
2,2775619691,237739865
2,2646931191,1469816250
2,3038200968,895231642
2,3089782644,1231123093
2,1800371108,2640126427
2,833264571,1376270839
2,2663692815,2031817102
2,1043649521,1037916122
2,819570846,205060988
2,874403178,3293988036
2,1160103344,866365011
2,997220911,197411392
2,2591672455,126504107
2,2868076475,2077185023
2,1228285803,1707910864
2,4101248785,3136837167
2,475139403,1576801162
2,3083543407,45510916
2,314590047,78825506
2,3695290182,1968285138
2,3766443150,226254494
2,2505813179,432057156
2,2985852685,2370587035
2,2594065762,117919900
2,884551183,612013449
2,4247931055,1600512149
2,523074739,343758389
2,260936336,72036607
2,2303789204,2915172498
2,3115762052,1332051433
2,3773419446,324620723
2,2802729758,2675366031
2,99699720,495875207
2,4130311878,3072375234
2,4161209908,1743339350
2,3075806009,2874725514
2,2674362245,556780176
2,2874365357,1169876123
2,2273666591,765576300
2,3789952659,72307877
2,3296667819,1746818869
2,2406900984,731330024
2,3187211138,3302214602
2,1903575613,1422811788
2,975789094,2120858525
2,4043484597,3040690230
2,1602074868,149330795
2,4247684824,802602048
2,1917000464,2506727597
2,4266974527,919356882
2,4019065378,3503390947
2,1983866339,578575602
2,3840552276,1071667521
2,3607486346,2345549492
2,1366924307,22285547
2,1128114806,536711061
2,3657287417,2796307242
2,327189920,1678524432
2,497927023,1793489702
2,3635816450,2246782164
2,645628,680160207
2,1739918007,994676122
2,1784409888,4138827523
2,4254645606,755502893
2,3864646384,2887866912
2,142105411,2314969351
2,2713190086,2811562126
2,32403559,843074840
2,4048861406,994676122
2,622201978,3281617558
2,3142241795,196929574
2,4225771503,1918908464
2,1358636948,2770620676
2,1274738046,816961320
2,1699645771,1018209784
2,1428546221,361170247
2,4062197613,1637381454
2,735420661,12491276
2,2142919313,3924088631
2,769563897,1101059032
2,535420180,3108272
2,256012185,225949195
2,2413403492,933146825
2,2533890887,3299506042
2,1801598336,361836809
2,3050187782,725784872
2,2945792466,1248786289
2,2169519796,1990709427
2,2242170808,2172855737
2,145675505,661675937
2,1184765528,210417792
2,1680626217,2558633431
2,1440487071,1077801876
2,2091479370,2903956460
2,2364142782,3344097044
2,2623309270,1778775267
2,4293276364,3878709642
2,3861383453,2078847577
2,1509079434,2680389700
2,2974535963,2391804211
2,946530041,919981481
2,4070501594,432057156
2,2887356875,107096123
2,2191640503,865227276
2,2157742654,277181139
2,2545437279,1231764906
2,1744240905,289560958
2,1568401524,1356813312
2,1431284569,2081817879
2,3589016109,2413210010
2,2317723557,2849400526
2,2651025355,1470646027
2,1866498400,958357180
2,857254217,2221409971
2,168222130,3731124907
2,1153639624,2220728478
2,3394793659,1122594028
2,2237563696,59413042
2,511311727,387288450
2,3163376679,947551568
2,852852893,229658222
2,304293919,88836215
2,699051387,553594330
2,3531512078,1173109792
2,797721756,2609303586
2,2269903082,551505582
2,2408700224,2587939601
2,3035635302,400479462
2,2979218298,1453622496
2,2824936287,3523663637
2,45321459,788564680
2,3802944413,2659286920
2,2634431129,201919422
2,2334975367,962477933
2,3379794959,4141546375
2,3109492579,480052413
2,3639207904,2262519406
2,1100459627,544819779
2,3598471432,1322011905
2,3742221123,2952277553
2,681061245,436062812
2,4050847607,2116828216
2,2185522362,381150737
2,2378468247,2436924739
2,3855894492,2996318741
2,3912654752,1675042220
2,4069659242,1646948333
2,191984645,1933278346
2,4183511399,2101072117
2,1397230201,1125763299
2,3094888190,2988525433
2,3359878181,832487474
2,3853326780,549866075
2,3296667819,675684152
2,1813747725,31311537
2,2727489300,467973488
2,1809363506,442399454
2,3842983995,572895732
2,1580577269,929367073
2,293240115,2265703450
2,4069659242,1646948333
2,1167537954,1948384771
2,2612181584,2271346039
2,2837888168,671470680
2,2291057022,1892508036
2,2980536866,2291503767
2,1507150010,891976035
2,2025865799,1944166196
2,3033757247,2290062882
2,2417122148,2509591958
2,2129884110,1332051433
2,716375928,74124813
2,3924088631,3136837167
2,3485544994,397889954
2,3635816450,4083127447
2,2494171542,1219036414
2,1322749330,1803787473
2,3206317999,242136445
2,628879513,1332568669
2,2914998557,2546276032
2,2123332638,236902463
2,3766516310,219017888
2,2940825733,1271039687
2,1555312860,2601153740
2,890612805,2769479131
2,2158285549,2567385907
2,3721393933,3170475874
2,3480323222,1472202477
2,373863554,536452526
2,1388931929,874229717
2,557171178,1726457735
2,1683116425,888065430
2,1433564797,349297863
2,3443201151,1650041415
2,1935421006,428794129
2,4057376991,289571220
2,183398877,3404702965
2,1013339050,1099821373
2,3469866782,2540685607
2,919622593,827811187
2,3619099235,1882720316
2,3271998603,289742093
2,3064334528,159351600
2,2098400894,852765968
2,3206685987,2596872305
2,2498064534,2300621997
2,289742093,3000792516
2,1014487628,815806391
2,1299206522,241619071
2,2501975813,973593276
2,3506731664,1456426703
2,3430179282,842320341
2,1327940670,108185000
2,900100636,1910411819
2,2764077586,4262657
2,2051820557,566910699
2,1742052212,242730034
2,3713350997,672499766
2,1804414959,2259957740
2,1755142363,1301393497
2,232676224,3439728072
2,2645733072,3299506042
2,3561228541,1065718333
2,1435575565,829957688
2,1986461686,1130629555
2,2959670655,2423781234
2,3841109387,637302283
2,500010212,1275791643
2,2233323999,1103527354
2,2498542265,3381497963
2,566772412,1537763974
2,2470288007,1029915586
2,367656379,2820978564
2,1380990811,324897189
2,10528187,158855858
2,1646948333,690585535
2,3420770588,1243122988
2,3319724566,2174165912
2,2964773552,2660419430
2,1243122988,798247050
2,1500880058,1866498400
2,3170087367,370692449
2,3586500603,3288526152
2,2745663550,1226243819
2,3569297238,705729218
2,2310139312,2107247645
2,4094230441,2045603816
2,1087947892,808572599
2,2509162399,1963142010
2,3704102155,210417792
2,921908424,3311674407
2,3211692097,117207661
2,3965458173,398861944
2,768382632,156307992
2,1813765221,159351600
2,1871167754,954317984
2,1265320427,2594086991
2,2722321616,3729890874
2,3334168993,503459380
2,1701563146,1266535591
2,1591867208,86026702
2,3820409224,189405642
2,3136889376,244107308
2,2355439423,190116807
2,429468346,2754315562
2,89255494,3826971638
2,3496338853,1014266988
2,528562097,424835120
2,3881651394,1619466870
2,875836170,1628981671
2,2172223523,510217958
2,3989979284,2338504085
2,2757892305,1085256225
2,2489440778,2183462680
2,1163728238,871793482
2,1046607123,726684273
2,2189907631,630889498
2,2086690397,2378887657
2,2804650647,854939166
2,1219036414,2388755798
2,3519984805,2538727283
2,3992876821,378982106
2,2302152800,244889631
2,1725137077,2299314811
2,4139844552,2459323567
2,202437231,673387731
2,1286090671,1713719151
2,2105865163,1295587510
2,4010770629,888065430
2,575798617,1881614317
2,3353200223,3793366121
2,1599970945,1590190794
2,3199187864,2522652442
2,3164287284,2970350839
2,628894289,2718933447
2,1920116125,35254803
2,410540079,4190507513
2,3728839338,2599759870
2,153414432,1010747501
2,936315280,1014266988
2,153202204,676291019
2,3059359196,320286773
2,565368573,1250572627
2,705729218,86026702
2,2074153427,618519444
2,933941732,820177797
2,3432871246,2666117259
2,867642856,2702435837
2,3946393392,55231703
2,229506815,2111685755
2,877317385,3908256087
2,2690005728,2651616079
2,3641293012,1931898332
2,3335711423,4038613836
2,2756670385,1119404634
2,1254441436,888065430
2,2641446047,847540749
2,3321548978,3392843345
2,4245771399,3105935071
2,4240407085,427156003
2,3498853321,731330024
2,3602809108,819047038
2,1192966411,123468413
2,1130919487,98248312
2,3509200562,1070668849
2,2610709303,215542278
2,2292082163,227231098
2,3903139122,352590467
2,976867359,3228859801
2,2860060458,414948715
2,3546106267,562358068
2,1724536819,371502910
2,4203290039,494665332
2,1408508460,282110893
2,59226203,2823297437
2,2275161308,836450964
2,3567192124,1776011373
2,3744205434,2562344453
2,1701450902,1119404634
2,1911010635,709353370
2,1364967438,2377831355
2,3951971428,2274731360
2,1036782779,123468413
2,3825693463,1379168272
2,211358789,1732583105
2,2507738975,2097181150
2,1303644154,2183462680
2,4224340559,622438098
2,4141124289,1111259106
2,3498630557,3458021642
2,3699648654,2377831355
2,1047856275,2538637925
2,3068294096,185142711
2,3157786712,2662318688
2,4113632339,2218919316
2,1046611173,1896816629
2,3065753929,3941431049
2,2325264250,3602574057
2,994845771,1319264513
2,3100000309,954317984
2,1660385294,3390060667
2,3178142572,380064228
2,3351968689,277362281
2,2240256258,1422811788
2,2542103229,136732836
2,3513398405,69531814
2,2176913327,2050565864
2,1986364708,1606598456
2,2845176350,863127146
2,2742892638,1726457735
2,2915337809,1116126635
2,1378638675,841480588
2,2515752541,2157742654
2,631365480,377191089
2,6381662,1102815811
2,3917358163,2770620676
2,3446774629,961973479
2,1260799291,1796693466
2,4000267419,788453012
2,2979218298,788608170
2,2469953792,899136538
2,2733327644,519658345
2,3476168339,1032307497
2,291741779,2012687223
2,1194896585,878766511
2,2155479250,1085945598
2,3361848919,927900989
2,66877757,528925376
2,4096528924,159351600
2,1952403181,2745745308
2,3569208898,1707910864
2,2450415932,3926100920
2,3853334588,455936390
2,861942412,1018950168
2,2821862330,529859784
2,1264192785,3336851015
2,877176469,3113678103
2,2123332638,1586168344
2,3409298888,2040424215
2,3283528029,2187100678
2,847338105,816961320
2,1622585957,690199618
2,1735602672,2430246747
2,2217081148,1152867952
2,1741255671,406028876
2,3145779110,2669812524
2,3452686144,3267238973
2,2189047322,1085945598
2,2288149440,1373652479
2,3026349725,2903956460
2,3853135440,3090275232
2,3134748958,1266424550
2,2680057516,984941223
2,3542515337,727036860
2,1057203597,994676122
2,4011392237,1091404026
2,4003277752,2618339302
2,1000106726,3039508373
2,3783985136,2067627521
2,4206463914,1877070886
2,4254645606,3361848919
2,4199333098,2522652442
2,1330540027,1169876123
2,3216769417,562358068
2,3602632985,689574692
2,2132780793,124064863
2,2974535963,1605252728
2,2341232000,2941889375
2,3351318599,2016275639
2,1275791643,573386828
2,3888975197,3850640096
2,1980970827,893687286
2,4256035216,1099725405
2,3335711423,3685949317
2,3037529954,2714144814
2,3586500603,224204028
2,2218854269,875750939
2,1420214137,587282424
2,3489126272,2892673176
2,1101059032,1295587510
2,607550082,59413042
2,3954798556,3109457320
2,1888726407,2392179643
2,1636149758,1146489799
2,3960232661,73153907
2,2014211844,1625370938
2,3113678103,1809912630
2,86650339,2180033479
2,4203412919,1868822738
2,847291738,196791868
2,2613248498,562358068
2,2788148991,2725995260
2,40040342,1586569486
2,3628121668,2681632456
2,611016897,2369462310
2,3785800752,1472581835
2,3628969838,587282424
2,1766054485,1665050072
2,3375612003,2856557907
2,2245629901,1991476213
2,3714532676,556780176
2,875836170,858273525
2,3524864138,2529468408
2,3536454240,1996295282
2,2471903892,1031952912
2,519133719,3670721629
2,4073160656,761423199
2,2685155852,754627436
2,2108533053,589544317
2,3411862234,580844297
2,1911010635,1445785431
2,1321380125,353320183
2,2542004196,1394067435
2,2352036840,919622593
2,1702111919,1677195662
2,2975245347,1642026269
2,2945011912,3784581239
2,4228787858,4096197598
2,2952358810,1996665508
2,3962248108,1723836743
2,2376591621,2662318688
2,3511195268,562358068
2,3762958694,1154928830
2,1010747501,594777507
2,3620290778,676291019
2,3505999501,1440487071
2,3624714500,578575602
2,37319298,1225092524
2,1032764682,1190530548
2,1835033137,888065430
2,3030935442,538550380
2,3795623063,2496949578
2,2766674936,2911646536
2,2803363809,553594330
2,4195990258,4277487223
2,2834147202,1968260542
2,3815469593,871679006
2,2722794324,181942707
2,1902068792,1790344296
2,3890044804,1767634952
2,2050504093,3601240807
2,3075806009,1368205666
2,2995677151,289508954
2,4154227151,640260500
2,2126962532,1678524432
2,241987908,3407823363
2,1487868941,302466871
2,4285802156,1180746568
2,3669914358,373674159
2,1813747725,3494512671
2,971745133,1429762934
2,3658757727,1781398404
2,3500258725,2008989859
2,3101383649,623936493
2,2379255867,191411989
2,1627169785,2363117516
2,4264596835,227608576
2,2623425952,418991059
2,2106195730,2469394698
2,3911606121,671147931
2,1623932098,843074840
2,2345279804,2178000878
2,2282883770,1935599983
2,2160494726,2890562831
2,3355477886,420878019
2,3433885447,2988525433
2,2793128682,3681824555
2,165671561,1395450541
2,884551183,724765111
2,37526516,224204028
2,468080344,1250572627
2,2904236872,3121045148
2,2108533053,3353794004
2,777596345,256061599
2,1784587311,2098588136
2,3965564025,1186806654
2,1148817877,1744240905
2,2892571732,159351600
2,1130919487,98248312
2,191430859,949468805
2,4033253323,2662318688
2,1187614415,377021214
2,483130366,2729081333
2,3121905605,1881614317
2,1130494654,1664263101
2,4186270168,2327998759
2,991133797,1361250553
2,825311704,2067627521
2,4025313952,1013980683
2,1912222471,536452526
2,3751798302,1590500659
2,2210745930,1176059503
2,378173032,2290813598
2,1978041895,3089499175
2,1122612894,928585685
2,1853864003,550477797
2,1130494654,2170986670
2,2389688714,2367644009
2,1043565100,1788217507
2,3900686321,144384016
2,1563437474,3156637582
2,3373740639,3666201360
2,2513567591,378982106
2,1853864003,3166170968
2,630167980,447873549
2,3275119116,44523554
2,3968894993,640260500
2,1574179017,1251645465
2,3741723479,989172613
2,1821965487,1356481459
2,2167497065,1392546127
2,1674770957,1286015763
2,1243244040,1005010065
2,3030885365,24168270
2,3856127007,195176824
2,1328017795,2032474264
2,3759333522,2657606890
2,3408803971,420878019
2,855443949,454085926
2,1852821008,2310872586
2,3671792044,2063401314
2,3083543407,2343874161
2,340397853,1434307469
2,3195941759,1135184924
2,618519444,2259957740
2,3941778140,1322749330
2,4289376620,3361848919
2,75775454,1203362046
2,2775619691,726061721
2,937757055,1641961497
2,4118986673,2524836922
2,3921125158,1039816787
2,2542103229,23947098
2,1379168272,823391133
2,2298619633,620897688
2,1799709470,2167993092
2,3722403269,201951127
2,1401540089,357787359
2,3546564341,3021441210
2,2959461063,1445785431
2,4086189355,33999540
2,4159513302,2609303586
2,1892508036,398861944
2,452508504,3127658454
2,1113722776,2092002172
2,2077604114,1097669915
2,3785697100,1238910730
2,2964076520,1126423707
2,3529646908,98545089
2,2638757655,250851738
2,2022500488,973593276
2,2139200237,1210623284
2,2995692757,1203362046
2,3326186289,151877115
2,236048956,1580577269
2,3225705412,3629499546
2,1186806654,3182434835
2,3690371528,3824083016
2,978062057,984884267
2,3721820266,717019588
2,485216364,1793489702
2,3703315251,1209949003
2,2118783089,1774190279
2,3810846799,2157720362
2,3960829497,2298085882
2,2985852685,3047779462
2,2123332638,1620825543
2,1264192785,3573978002
2,124064863,1862402830
2,4102727993,844992190
2,2709172334,257984140
2,1900185622,725784872
2,3270395407,2231157963
2,2405668221,923851978
2,3491397543,1800260056
2,2691343457,97586171
2,4282435707,33000780
2,4149304686,2662318688
2,1665301954,721448292
2,3804159527,2660419430
2,2201245992,73579052
2,764328725,1521522715
2,1368882054,1340205734
2,3191388887,2939686098
2,1606598456,587282424
2,3421851303,712775796
2,3784581239,678236612
2,2871839094,217144336
2,1386040838,1587395175
2,532189781,474557588
2,2405668221,2110001139
2,4047365486,705692897
2,678236612,224611800
2,2994869800,1993904090
2,980478624,2958905425
2,1483231467,3439728072
2,1707910864,2362013911
2,3699136547,2249427966
2,254816564,2011932271
2,314335243,143743326
2,1630743196,739038796
2,1915037709,1887359564
2,447572379,562358068
2,2220491818,1910411819
2,1248171988,420247011
2,1768497190,1662373776
2,3914893545,384557186
2,712848537,1492395376
2,122734203,224611800
2,1334659868,580745263
2,831055515,1331595503
2,3393430210,236048956
2,2668500191,3619569844
2,4024527516,2899806728
2,1747901200,1523710385
2,4101248069,98119379
2,1045378565,3308317766
2,1341102124,286465092
2,3641217980,578377209
2,3433277712,1010522046
2,3807010263,1097669915
2,805150965,3528764768
2,3006383483,1967122593
2,3102501053,3108272
2,1930374579,219382266
2,3654135018,1091404026
2,3932447208,275760310
2,950533716,410893307
2,1689314855,891248341
2,3492585343,189762378
2,887644040,371502910
2,2206777473,1350175811
2,4023541274,2974535963
2,3202128395,2501975813
2,1330540027,1169876123
2,3876139929,165128572
2,792645593,484860573
2,2065799849,682082741
2,2250603990,477987023
2,25788160,2274731360
2,3965164098,1678524432
2,3504498104,2718759617
2,3708631924,2606032412
2,681044161,536711061
2,3893401232,896796648
2,1969187860,411986394
2,1884867719,1926748543
2,3015756037,1108453094
2,3389408695,2263669486
2,519658345,1356633425
2,1998513801,400479462
2,3393337346,2998314427
2,3043133921,1226500780
2,3935050299,159351600
2,3656024500,2269100299
2,1171455572,2538727283
2,2817782777,114912297
2,1625419473,720695533
2,2671028494,629194124
2,3946192175,3489985175
2,3927768774,2976823387
2,3188098177,2936296637
2,2932987408,984884267
2,2604281676,2588644990
2,2172855737,2842683453
2,54922456,950533716
2,2116638927,696426687
2,2146268420,530928092
2,2571566764,1019858566
2,3832837786,1089805460
2,3870515360,3820514547
2,2977361103,3127658454
2,4077708975,3216433143
2,2992055559,971449352
2,2951799757,418991059
2,2638400709,690585535
2,3054380233,2687606664
2,2725995260,2178028877
2,539875101,503459380
2,2465859858,3001184951
2,2530949866,320370773
2,227001881,312040362
2,2358578672,2413210010
2,3291614016,2023870601
2,2887775634,1482422267
2,3042612735,2120709289
2,882155223,732294763
2,2308364661,983258613
2,2591192196,1059773736
2,3908416576,19273520
2,261002678,538550380
2,613369054,19273520
2,1030199315,1768089225
2,1359788018,430537386
2,1224243584,328999497
2,3889596829,220344278
2,3095330776,3041825664
2,763152554,472290748
2,3346777341,739038796
2,1810321157,764877686
2,3246678515,1147766147
2,2710895026,777596345
2,2655969926,1674683146
2,743984162,1276355031
2,2231601193,1298661731
2,2879924940,1905943612
2,759119317,500429675
2,908720185,3553456838
2,2526814759,399694570
2,4172683498,2843883548
2,2539205202,2992055559
2,3075835555,1341231999
2,3279267225,4228787858
2,1799709470,2167993092
2,2847174369,2618339302
2,796332893,1845612899
2,4044205497,3432404817
2,2084127548,688914303
2,2029582957,975885187
2,4184214313,2242170808
2,1355658137,32947336
2,994676122,351936926
2,3251014226,361836809
2,398422876,677832251
2,2158569615,3515627237
2,763152554,3729890874
2,1091404026,1279238330
2,3767131701,93493366
2,1659966402,3378580538
2,258047,2888226132
2,2343396509,2462304931
2,3968274482,2396760004
2,1081931341,2417957055
2,1814055804,2050565864
2,2402499532,2246782164
2,609623801,1448322775
2,3105568663,718843702
2,3215053587,581806851
2,3922902476,579435501
2,2660419430,1216871853
2,3867393142,524898859
2,1888739764,2176913327
2,3379486410,2404524611
2,2074039420,994676122
2,4015715622,2769479131
2,4050048689,1076586101
2,2637024785,1872155459
2,2376552961,1684183874
2,518222659,2578212109
2,2139200237,459439404
2,1876943817,493495643
2,2544002498,2967544189
2,2104231529,410893307
2,3047942142,531591155
2,1142038310,2467251694
2,1634563776,1091404026
2,1599006057,1483976313
2,2325289006,3241892658
2,3571871308,2905783318
2,919356882,1684183874
2,1459215305,679648252
2,440664992,519658345
2,3982053325,1431939936
2,2083339233,1167470544
2,1862772245,954571849
2,3176460569,813693475
2,1346371099,1275791643
2,2885752806,106318294
2,403548367,27537526
2,1748664140,2979556657
2,545829882,3710262094
2,3693750940,1902560806
2,3041742389,1664263101
2,3889888691,1039816787
2,2300621997,3430782176
2,4288613751,2014211844
2,2360365664,1306578136
2,3662033587,3577899516
2,2476270457,1147766147
2,3815469593,195176824
2,362816865,3500028942
2,4108898822,2401169789
2,451207812,298037873
2,2148544802,1662373776
2,3064334528,159351600
2,2298619633,620897688
2,1024453873,298037873
2,819561681,780600667
2,2322582639,541541640
2,1460979823,1854275542
2,3102703783,490904253
2,3624350101,621760789
2,2965467379,1108403403
2,2614828639,2027771431
2,1153639624,1992306530
2,612013449,1366460521
2,2540417103,2426631157
2,933941732,262292917
2,2892209757,69923982
2,8660034,4263247011
2,3893832039,505860016
2,561430565,2551072671
2,2574965674,1059857959
2,3387449827,3593012186
2,2648164301,3034731712
2,3158451773,1670907226
2,1254441436,3157887931
2,3472778612,159351600
2,4059913578,3946497187
2,2152124620,1826568737
2,656698835,227645039
2,1098329942,1765616782
2,2045845868,994676122
2,3941778140,2265703450
2,2277954221,799969303
2,2481069519,2057614445
2,1794962291,896253865
2,1922376203,447873549
2,2612181584,218549532
2,2457457611,2575829557
2,1903578373,2067627521
2,1035148143,1221416124
2,3042357886,578575602
2,2628699139,1910411819
2,3484476637,1789407376
2,90279229,297977
2,2306537005,1020205475
2,558174567,2520693002
2,3887207430,66247839
2,584558550,185142711
2,200504055,1127243882
2,3725072369,2412477600
2,2856557907,2292300215
2,1935421006,1024453873
2,1797930186,2630509806
2,1067564682,1944166196
2,1610895932,585171899
2,2906514917,2141883596
2,2459323567,98964169
2,2995246610,1628981671
2,391396717,2347315312
2,389964627,204015992
2,2013028328,229658222
2,4094364070,888116957
2,2998314427,1645795145
2,8660034,1450396822
2,4130632003,3322005001
2,326201568,3345932867
2,3690489514,844992190
2,3896821324,1147766147
2,574812618,2562722197
2,814079080,2201615216
2,3330050209,1632944269
2,4289165936,3335526358
2,1227692750,2883803884
2,3133871011,2384596174
2,3620358257,3126684350
2,2164121305,794382785
2,4249180476,1188436229
2,1033947255,2590812548
2,1783489165,1578601085
2,1857275551,2259957740
2,4094230441,1028046550
2,3627744656,191411989
2,404551210,591338133
2,4159216640,389294120
2,3746518024,1460273711
2,4290195299,1202808302
2,3244130372,2524836922
2,4215042951,1385441259
2,3989546935,281874835
2,198574160,2608223592
2,1506996824,888065430
2,4191313134,3632962251
2,2346934759,888065430
2,3049396539,919622593
2,1464918567,1222676928
2,3869963061,1341102124
2,2079685896,871679006
2,4043327914,3557223342
2,1417375119,1226500780
2,3941571453,66057972
2,984671592,1779671211
2,2217081148,1152867952
2,1544174053,399747528
2,4264560342,3516603836
2,4026960808,477235197
2,3908416576,19273520
2,2768521898,305975207
2,3789018892,878907167
2,3698980040,562358068
2,3833475937,1752054615
2,2952868520,2608223592
2,2930398142,685296764
2,3046642946,376108427
2,1801896946,330443750
2,3871844281,2602507381
2,1999386573,1713719151
2,2168147177,117207661
2,3893832039,2453621296
2,2575632685,2942125
2,2084640884,1126423707
2,911365809,651301341
2,4086310475,2076605315
2,503126361,708181648
2,2547856194,4024527516
2,2992828829,1267825423
2,1901710069,2520693002
2,3268950669,2402499532
2,3253287499,2702435837
2,1367100589,164313547
2,2761022735,2490759434
2,2751436700,718843702
2,1681362556,119781937
2,3937149763,1591196550
2,2942335507,1935008847
2,694854417,718620114
2,1241012862,536452526
2,685372386,2104476621
2,2545437279,1275118616
2,3420835646,64343226
2,3619569844,954317984
2,3199321498,3159010476
2,1703080211,564238209
2,4067835312,1496952524
2,964450536,1088754866
2,1208221731,921908424
2,3170475874,1506454272
2,2028004523,2095974075
2,1789057233,3368288862
2,74124813,284754035
2,3591185054,615781194
2,3102703783,523074739
2,137013439,1688689394
2,993181000,997958653
2,3950258671,2426743375
2,784537567,871679006
2,219136842,377191089
2,3322939993,3143961966
2,1472202477,55214780
2,2678364648,907598686
2,3578971500,2274567018
2,279589368,918128675
2,2148785518,519658345
2,2844262919,637302283
2,3207013859,1489428806
2,3621760949,1261987196
2,2081817879,1653451746
2,2748003083,1232051693
